date,equity,ret
2024-12-26,100000.0,0.0
2024-12-27,100000.0,0.0
2024-12-30,100000.0,0.0
2024-12-31,100000.0,0.0
2025-01-02,100000.0,0.0
2025-01-03,100000.0,0.0
2025-01-06,100000.0,0.0
2025-01-07,100000.0,0.0
2025-01-08,100000.0,0.0
2025-01-10,100000.0,0.0
2025-01-13,100000.0,0.0
2025-01-14,100000.0,0.0
2025-01-15,100000.0,0.0
2025-01-16,100000.0,0.0
2025-01-17,100000.0,0.0
2025-01-21,100000.0,0.0
2025-01-22,100000.0,0.0
2025-01-23,100000.0,0.0
2025-01-24,100000.0,0.0
2025-01-27,100000.0,0.0
2025-01-28,100000.0,0.0
2025-01-29,100000.0,0.0
2025-01-30,100000.0,0.0
2025-01-31,100000.0,0.0
2025-02-03,100000.0,0.0
2025-02-04,100000.0,0.0
2025-02-05,100000.0,0.0
2025-02-06,100000.0,0.0
2025-02-07,100000.0,0.0
2025-02-10,100000.0,0.0
2025-02-11,100000.0,0.0
2025-02-12,99896.39746000002,-0.001036025399999807
2025-02-13,103054.54746000002,0.031614253169285345
2025-02-14,105763.70746000002,0.026288602170142505
2025-02-18,106182.25746000004,0.003957406657272511
2025-02-19,106052.88746000003,-0.0012183768088444014
2025-02-20,106722.56746000003,0.006314585260609684
2025-02-21,102400.08746000004,-0.04050202410675774
2025-02-24,99241.93746000003,-0.03084128225216276
2025-02-25,96464.28746000002,-0.02798867163510943
2025-02-26,100002.93746000003,0.0366835239566492
2025-02-27,91437.76831000004,-0.08564917558972651
2025-02-28,91437.76831000004,0.0
2025-03-03,91437.76831000004,0.0
2025-03-04,91437.76831000004,0.0
2025-03-05,91437.76831000004,0.0
2025-03-06,91437.76831000004,0.0
2025-03-07,91437.76831000004,0.0
2025-03-10,91437.76831000004,0.0
2025-03-11,91437.76831000004,0.0
2025-03-12,91437.76831000004,0.0
2025-03-13,91437.76831000004,0.0
2025-03-14,91437.76831000004,0.0
2025-03-17,91437.76831000004,0.0
2025-03-18,91437.76831000004,0.0
2025-03-19,91437.76831000004,0.0
2025-03-20,91437.76831000004,0.0
2025-03-21,91437.76831000004,0.0
2025-03-24,91342.70799000005,-0.001039617673932125
2025-03-25,90801.26799000007,-0.005927566763832548
2025-03-26,85589.90799000007,-0.05739303112566585
2025-03-27,83837.74799000006,-0.020471572421887796
2025-03-28,82514.22799000006,-0.015786683585034655
2025-03-31,81458.88623000006,-0.012789815595534493
2025-04-01,81458.88623000006,0.0
2025-04-02,81458.88623000006,0.0
2025-04-03,81458.88623000006,0.0
2025-04-04,81458.88623000006,0.0
2025-04-07,81458.88623000006,0.0
2025-04-08,81458.88623000006,0.0
2025-04-09,81458.88623000006,0.0
2025-04-10,81458.88623000006,0.0
2025-04-11,81458.88623000006,0.0
2025-04-14,81458.88623000006,0.0
2025-04-15,81373.91623000008,-0.0010431028943861387
2025-04-16,75704.78598000007,-0.069667659031875
2025-04-17,75704.78598000007,0.0
2025-04-21,75704.78598000007,0.0
2025-04-22,75704.78598000007,0.0
2025-04-23,75704.78598000007,0.0
2025-04-24,75704.78598000007,0.0
2025-04-25,75704.78598000007,0.0
2025-04-28,75625.74363000007,-0.001044086565687996
2025-04-29,75827.29363000006,0.002665097760705226
2025-04-30,75757.79363000006,-0.0009165565151134647
2025-05-01,77627.34363000006,0.024677989028176528
2025-05-02,79635.89363000006,0.025874259070018946
2025-05-05,79163.29363000006,-0.0059345099107668275
2025-05-06,78968.69363000007,-0.0024582099995678064
2025-05-07,81415.09363000006,0.03097936520847555
2025-05-08,81630.54363000007,0.0026463152026716674
2025-05-09,81130.14363000006,-0.006130058403973515
2025-05-12,85543.39363000006,0.05439716734789668
